Reporting Period,Managing Agency,PID,Agency Project Name,Current Phase,Completion Date,Completion Date Type,Variance (day),Reason for Forecast Completion Change,Data Date
202401,DCAS,3321,151-20 JAMAICA AVE.- CHILLER REPLACEMENT,Pre-Design,01/26/2026,Forecast,0,,05/02/2024
202405,DCAS,3321,151-20 JAMAICA AVE.- CHILLER REPLACEMENT,Pre-Design,01/26/2026,Forecast,0,,07/11/2024
202409,DCAS,3321,151-20 JAMAICA AVE.- CHILLER REPLACEMENT,Design,01/01/2027,Forecast,340,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,11/01/2024
202501,DCAS,3321,151-20 JAMAICA AVE.- CHILLER REPLACEMENT,Design,01/01/2027,Forecast,0,,03/04/2025
202505,DCAS,3321,151-20 JAMAICA AVE.- CHILLER REPLACEMENT,Design,01/01/2027,Forecast,0,,06/18/2025
202509,DCAS,3321,151-20 JAMAICA AVE.- CHILLER REPLACEMENT,Design,01/31/2029,Actual,761,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,11/17/2025
202305,DCAS,3322,"DPR - 09-47: CENTRAL PARK ZOO, 830 5th AVENUE",Construction,01/31/2024,Forecast,,,06/28/2023
202309,DCAS,3322,"DPR - 09-47: CENTRAL PARK ZOO, 830 5th AVENUE",Construction,01/31/2024,Forecast,0,,01/04/2024
202401,DCAS,3322,"DPR - 09-47: CENTRAL PARK ZOO, 830 5th AVENUE",Construction,07/31/2024,Forecast,182,,05/02/2024
202405,DCAS,3322,"DPR - 09-47: CENTRAL PARK ZOO, 830 5th AVENUE",Construction,07/31/2024,Forecast,0,,07/11/2024
202409,DCAS,3322,"DPR - 09-47: CENTRAL PARK ZOO, 830 5th AVENUE",Construction,05/29/2024,Actual,-63,,11/01/2024
202305,DCAS,3323,DCLA - 09-013; WCS - Bronx Zoo; 2300 Southern Boulevard,Construction,04/30/2024,Forecast,,,06/28/2023
202309,DCAS,3323,DCLA - 09-013; WCS - Bronx Zoo; 2300 Southern Boulevard,Construction,04/30/2024,Forecast,0,,01/04/2024
202401,DCAS,3323,DCLA - 09-013; WCS - Bronx Zoo; 2300 Southern Boulevard,Construction,04/30/2024,Forecast,0,,05/02/2024
202405,DCAS,3323,DCLA - 09-013; WCS - Bronx Zoo; 2300 Southern Boulevard,Construction,04/30/2025,Forecast,365,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,07/11/2024
202409,DCAS,3323,DCLA - 09-013; WCS - Bronx Zoo; 2300 Southern Boulevard,Construction,06/30/2025,Forecast,61,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,11/01/2024
202501,DCAS,3323,DCLA - 09-013; WCS - Bronx Zoo; 2300 Southern Boulevard,Construction,06/30/2025,Forecast,0,,03/04/2025
202505,DCAS,3323,DCLA - 09-013; WCS - Bronx Zoo; 2300 Southern Boulevard,Construction,10/01/2025,Forecast,93,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,06/18/2025
202509,DCAS,3323,DCLA - 09-013; WCS - Bronx Zoo; 2300 Southern Boulevard,Construction,09/01/2026,Actual,335,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,11/17/2025
202305,DCAS,3324,DCAS - BRONX COUNTY COURT COMP ENERGY UPGRADE,Construction,12/30/2024,Forecast,,,06/28/2023
202309,DCAS,3324,DCAS - BRONX COUNTY COURT COMP ENERGY UPGRADE,Construction,12/30/2024,Forecast,0,,01/04/2024
202401,DCAS,3324,DCAS - BRONX COUNTY COURT COMP ENERGY UPGRADE,Construction,12/30/2024,Forecast,0,,05/02/2024
202405,DCAS,3324,DCAS - BRONX COUNTY COURT COMP ENERGY UPGRADE,Construction,12/30/2024,Forecast,0,,07/11/2024
202409,DCAS,3324,DCAS - BRONX COUNTY COURT COMP ENERGY UPGRADE,Construction,06/30/2024,Actual,-183,,11/01/2024
202305,DCAS,3325,DOHMH - Brownsville Health Center,Close-out,04/14/2023,Actual,,,06/28/2023
202305,DCAS,3326,NYPD - Brooklyn North Boro Command,Construction Procurement,12/29/2023,Forecast,,,06/28/2023
202309,DCAS,3326,NYPD - Brooklyn North Boro Command,Construction Procurement,12/29/2023,Forecast,0,,01/04/2024
202401,DCAS,3326,NYPD - Brooklyn North Boro Command,Close-out,04/17/2024,Actual,110,,05/02/2024
202305,DCAS,3327,NYPD Comprehensice Lighting Upgrade,Construction,12/29/2023,Forecast,,,06/28/2023
202309,DCAS,3327,NYPD Comprehensice Lighting Upgrade,Construction,12/29/2023,Forecast,0,,01/04/2024
202401,DCAS,3327,NYPD Comprehensice Lighting Upgrade,Close-out,09/29/2023,Actual,-91,,05/02/2024
202305,DCAS,3328,DHS - George Daly House,Pre-Design,,Forecast,,,06/28/2023
202309,DCAS,3328,DHS - George Daly House,Pre-Design,,Forecast,,,01/04/2024
202401,DCAS,3328,DHS - George Daly House,Pre-Design,,Forecast,,,05/02/2024
202305,DCAS,3329,Jamaica Arms Hotel/Family Respite Residence,Pre-Design,01/08/2026,Forecast,,,06/28/2023
202309,DCAS,3329,Jamaica Arms Hotel/Family Respite Residence,Pre-Design,01/08/2026,Forecast,0,,01/04/2024
202401,DCAS,3329,Jamaica Arms Hotel/Family Respite Residence,Construction Procurement,01/08/2026,Forecast,0,,05/02/2024
202405,DCAS,3329,Jamaica Arms Hotel/Family Respite Residence,Construction Procurement,01/08/2026,Forecast,0,,07/11/2024
202409,DCAS,3329,Jamaica Arms Hotel/Family Respite Residence,Construction Procurement,01/08/2026,Forecast,0,,11/01/2024
202501,DCAS,3329,Jamaica Arms Hotel/Family Respite Residence,Construction,01/08/2026,Forecast,0,,03/04/2025
202505,DCAS,3329,Jamaica Arms Hotel/Family Respite Residence,Construction,01/08/2026,Forecast,0,,06/18/2025
202509,DCAS,3329,Jamaica Arms Hotel/Family Respite Residence,Construction,01/08/2026,Actual,0,,11/17/2025
202305,DCAS,3330,NYPL Bronx Library,Pre-Design,07/15/2025,Forecast,,,06/28/2023
202309,DCAS,3330,NYPL Bronx Library,Pre-Design,07/15/2025,Forecast,0,,01/04/2024
202401,DCAS,3330,NYPL Bronx Library,Design,11/15/2026,Forecast,488,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,05/02/2024
202405,DCAS,3330,NYPL Bronx Library,Design,11/15/2026,Forecast,0,,07/11/2024
202409,DCAS,3330,NYPL Bronx Library,Design,11/15/2026,Forecast,0,,11/01/2024
202501,DCAS,3330,NYPL Bronx Library,Construction Procurement,11/15/2026,Forecast,0,,03/04/2025
202505,DCAS,3330,NYPL Bronx Library,Construction,03/30/2026,Forecast,-230,,06/18/2025
202509,DCAS,3330,NYPL Bronx Library,Construction,11/25/2026,Actual,240,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,11/17/2025
202305,DCAS,3331,QUEENS WEST 5/5A ENERGY EFFICIENCY UPGRADES PROJECT,Pre-Design,12/04/2026,Forecast,,,06/28/2023
202309,DCAS,3331,QUEENS WEST 5/5A ENERGY EFFICIENCY UPGRADES PROJECT,Pre-Design,12/04/2026,Forecast,0,,01/04/2024
202401,DCAS,3331,QUEENS WEST 5/5A ENERGY EFFICIENCY UPGRADES PROJECT,Design,01/07/2027,Forecast,34,,05/02/2024
202405,DCAS,3331,QUEENS WEST 5/5A ENERGY EFFICIENCY UPGRADES PROJECT,Design,01/07/2027,Forecast,0,,07/11/2024
202409,DCAS,3331,QUEENS WEST 5/5A ENERGY EFFICIENCY UPGRADES PROJECT,Design,01/07/2027,Forecast,0,,11/01/2024
202501,DCAS,3331,QUEENS WEST 5/5A ENERGY EFFICIENCY UPGRADES PROJECT,Design,06/01/2028,Actual,511,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,03/04/2025
202305,DCAS,3332,BROOKLYN SOUTH 7 AND 10 DISTRICT GARAGE ENERGY EFFICIENCY,Pre-Design,12/04/2026,Forecast,,,06/28/2023
202309,DCAS,3332,BROOKLYN SOUTH 7 AND 10 DISTRICT GARAGE ENERGY EFFICIENCY,Pre-Design,12/04/2026,Forecast,0,,01/04/2024
202401,DCAS,3332,BROOKLYN SOUTH 7 AND 10 DISTRICT GARAGE ENERGY EFFICIENCY,Design,01/07/2027,Forecast,34,,05/02/2024
202405,DCAS,3332,BROOKLYN SOUTH 7 AND 10 DISTRICT GARAGE ENERGY EFFICIENCY,Design,01/07/2027,Forecast,0,,07/11/2024
202409,DCAS,3332,BROOKLYN SOUTH 7 AND 10 DISTRICT GARAGE ENERGY EFFICIENCY,Design,01/07/2027,Forecast,0,,11/01/2024
202501,DCAS,3332,BROOKLYN SOUTH 7 AND 10 DISTRICT GARAGE ENERGY EFFICIENCY,Design,06/01/2028,Actual,511,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,03/04/2025
202305,DCAS,3333,BPL - Bushwick Branch Library,Close-out,05/24/2023,Actual,,,06/28/2023
202305,DCAS,3334,DCLA - Lincoln Center Campus:  Damrosch Park/Public Spaces,Design,04/30/2024,Forecast,,,06/28/2023
202309,DCAS,3334,DCLA - Lincoln Center Campus:  Damrosch Park/Public Spaces,Design,04/30/2024,Forecast,0,,01/04/2024
202401,DCAS,3334,DCLA - Lincoln Center Campus:  Damrosch Park/Public Spaces,Design,10/07/2025,Forecast,525,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,05/02/2024
202405,DCAS,3334,DCLA - Lincoln Center Campus:  Damrosch Park/Public Spaces,Design,10/07/2025,Forecast,0,,07/11/2024
202409,DCAS,3334,DCLA - Lincoln Center Campus:  Damrosch Park/Public Spaces,Design,10/07/2025,Forecast,0,,11/01/2024
202501,DCAS,3334,DCLA - Lincoln Center Campus:  Damrosch Park/Public Spaces,Design,10/07/2025,Forecast,0,,03/04/2025
202505,DCAS,3334,DCLA - Lincoln Center Campus:  Damrosch Park/Public Spaces,Design,06/30/2027,Forecast,631,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,06/18/2025
202509,DCAS,3334,DCLA - Lincoln Center Campus:  Damrosch Park/Public Spaces,Design,06/30/2027,Actual,0,,11/17/2025
202305,DCAS,3335,DCLA - Lincoln Center Campus: Plaza/Public Spaces/Garages,Design,05/22/2023,Forecast,,,06/28/2023
202309,DCAS,3335,DCLA - Lincoln Center Campus: Plaza/Public Spaces/Garages,Design,05/22/2023,Forecast,0,,01/04/2024
202401,DCAS,3335,DCLA - Lincoln Center Campus: Plaza/Public Spaces/Garages,Construction,12/24/2024,Forecast,582,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,05/02/2024
202405,DCAS,3335,DCLA - Lincoln Center Campus: Plaza/Public Spaces/Garages,Construction,12/24/2024,Forecast,0,,07/11/2024
202409,DCAS,3335,DCLA - Lincoln Center Campus: Plaza/Public Spaces/Garages,Construction,12/24/2024,Forecast,0,,11/01/2024
202501,DCAS,3335,DCLA - Lincoln Center Campus: Plaza/Public Spaces/Garages,Construction,12/24/2024,Forecast,0,,03/04/2025
202505,DCAS,3335,DCLA - Lincoln Center Campus: Plaza/Public Spaces/Garages,Construction,10/15/2025,Forecast,295,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,06/18/2025
202509,DCAS,3335,DCLA - Lincoln Center Campus: Plaza/Public Spaces/Garages,Close-out,10/15/2025,Actual,0,,11/17/2025
202305,DCAS,3336,NYPD - 71st Precinct,Construction Procurement,07/10/2023,Forecast,,,06/28/2023
202309,DCAS,3336,NYPD - 71st Precinct,Construction Procurement,07/10/2023,Forecast,0,,01/04/2024
202401,DCAS,3336,NYPD - 71st Precinct,Construction,06/28/2024,Forecast,354,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,05/02/2024
202405,DCAS,3336,NYPD - 71st Precinct,Construction,06/28/2024,Forecast,0,,07/11/2024
202409,DCAS,3336,NYPD - 71st Precinct,Close-out,08/15/2024,Actual,48,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,11/01/2024
202305,DCAS,3337,NYPL - The Library for the Performing Arts,Design,08/30/2023,Forecast,,,06/28/2023
202309,DCAS,3337,NYPL - The Library for the Performing Arts,Design,08/30/2023,Forecast,0,,01/04/2024
202401,DCAS,3337,NYPL - The Library for the Performing Arts,Design,05/05/2025,Forecast,614,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,05/02/2024
202405,DCAS,3337,NYPL - The Library for the Performing Arts,Design,05/05/2025,Forecast,0,,07/11/2024
202409,DCAS,3337,NYPL - The Library for the Performing Arts,Design,05/05/2025,Forecast,0,,11/01/2024
202501,DCAS,3337,NYPL - The Library for the Performing Arts,Design,03/30/2026,Forecast,329,,03/04/2025
202505,DCAS,3337,NYPL - The Library for the Performing Arts,Design,12/30/2026,Forecast,275,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,06/18/2025
202509,DCAS,3337,NYPL - The Library for the Performing Arts,Construction Procurement,12/30/2026,Actual,0,,11/17/2025
202305,DCAS,3338,DSNY - Cioffe Borough Repair Shop,Construction Procurement,06/28/2024,Forecast,,,06/28/2023
202309,DCAS,3338,DSNY - Cioffe Borough Repair Shop,Construction Procurement,06/28/2024,Forecast,0,,01/04/2024
202401,DCAS,3338,DSNY - Cioffe Borough Repair Shop,Construction,05/31/2024,Forecast,-28,,05/02/2024
202405,DCAS,3338,DSNY - Cioffe Borough Repair Shop,Construction,05/31/2024,Forecast,0,,07/11/2024
202409,DCAS,3338,DSNY - Cioffe Borough Repair Shop,Construction,06/30/2026,Forecast,760,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,11/01/2024
202501,DCAS,3338,DSNY - Cioffe Borough Repair Shop,Construction,06/30/2026,Forecast,0,,03/04/2025
202505,DCAS,3338,DSNY - Cioffe Borough Repair Shop,Close-out,05/22/2025,Actual,-404,,06/18/2025
202305,DCAS,3339,DSNY - Brooklyn North 9 District Garage,Close-out,12/16/2022,Actual,,,06/28/2023
202305,DCAS,3340,DSNY-Queens West 9 District Garage (Leased In),Design,02/19/2024,Forecast,,,06/28/2023
202309,DCAS,3340,DSNY-Queens West 9 District Garage (Leased In),Design,02/19/2024,Forecast,0,,01/04/2024
202401,DCAS,3340,DSNY-Queens West 9 District Garage (Leased In),Construction,06/24/2024,Forecast,126,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,05/02/2024
202405,DCAS,3340,DSNY-Queens West 9 District Garage (Leased In),Construction,06/24/2024,Forecast,0,,07/11/2024
202409,DCAS,3340,DSNY-Queens West 9 District Garage (Leased In),Close-out,07/18/2024,Actual,24,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,11/01/2024
202305,DCAS,3341,DPR-Greenbelt Recreation Center,Construction,12/29/2023,Forecast,,,06/28/2023
202309,DCAS,3341,DPR-Greenbelt Recreation Center,Construction,12/29/2023,Forecast,0,,01/04/2024
202401,DCAS,3341,DPR-Greenbelt Recreation Center,Close-out,11/06/2023,Actual,-53,,05/02/2024
202305,DCAS,3342,DOHMH - Fort Greene Health Center,Construction,12/29/2023,Forecast,,,06/28/2023
202309,DCAS,3342,DOHMH - Fort Greene Health Center,Construction,12/29/2023,Forecast,0,,01/04/2024
202401,DCAS,3342,DOHMH - Fort Greene Health Center,Construction,06/29/2024,Forecast,183,,05/02/2024
202405,DCAS,3342,DOHMH - Fort Greene Health Center,Construction,06/29/2024,Forecast,0,,07/11/2024
202409,DCAS,3342,DOHMH - Fort Greene Health Center,Close-out,05/22/2024,Actual,-38,,11/01/2024
202305,DCAS,3343,CUNY - Bronx Community College Campus: Polowczyk Hall,Construction Procurement,06/27/2025,Forecast,,,06/28/2023
202309,DCAS,3343,CUNY - Bronx Community College Campus: Polowczyk Hall,Construction Procurement,06/27/2025,Forecast,0,,01/04/2024
202401,DCAS,3343,CUNY - Bronx Community College Campus: Polowczyk Hall,Construction,12/02/2027,Forecast,888,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,05/02/2024
202405,DCAS,3343,CUNY - Bronx Community College Campus: Polowczyk Hall,Construction,12/02/2027,Forecast,0,,07/11/2024
202409,DCAS,3343,CUNY - Bronx Community College Campus: Polowczyk Hall,Construction,12/02/2027,Forecast,0,,11/01/2024
202501,DCAS,3343,CUNY - Bronx Community College Campus: Polowczyk Hall,Construction,12/02/2027,Forecast,0,,03/04/2025
202505,DCAS,3343,CUNY - Bronx Community College Campus: Polowczyk Hall,Construction,12/30/2026,Forecast,-337,,06/18/2025
202509,DCAS,3343,CUNY - Bronx Community College Campus: Polowczyk Hall,Construction,12/30/2026,Actual,0,,11/17/2025
202305,DCAS,3344,CUNY - Bronx Community College Campus: Colston Hall,Construction Procurement,06/27/2025,Forecast,,,06/28/2023
202309,DCAS,3344,CUNY - Bronx Community College Campus: Colston Hall,Construction Procurement,06/27/2025,Forecast,0,,01/04/2024
202401,DCAS,3344,CUNY - Bronx Community College Campus: Colston Hall,Construction,12/02/2027,Forecast,888,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,05/02/2024
202405,DCAS,3344,CUNY - Bronx Community College Campus: Colston Hall,Construction,12/02/2027,Forecast,0,,07/11/2024
202409,DCAS,3344,CUNY - Bronx Community College Campus: Colston Hall,Construction,12/02/2027,Forecast,0,,11/01/2024
202501,DCAS,3344,CUNY - Bronx Community College Campus: Colston Hall,Construction,12/02/2027,Forecast,0,,03/04/2025
202505,DCAS,3344,CUNY - Bronx Community College Campus: Colston Hall,Construction,12/02/2027,Forecast,0,,06/18/2025
202509,DCAS,3344,CUNY - Bronx Community College Campus: Colston Hall,Cancelled,,Forecast,,,11/17/2025
202305,DCAS,3345,CUNY - Bronx Community College Campus: Loew Hall,Construction Procurement,06/27/2025,Forecast,,,06/28/2023
202309,DCAS,3345,CUNY - Bronx Community College Campus: Loew Hall,Construction Procurement,06/27/2025,Forecast,0,,01/04/2024
202401,DCAS,3345,CUNY - Bronx Community College Campus: Loew Hall,Construction,12/02/2027,Forecast,888,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,05/02/2024
202405,DCAS,3345,CUNY - Bronx Community College Campus: Loew Hall,Construction,12/02/2027,Forecast,0,,07/11/2024
202409,DCAS,3345,CUNY - Bronx Community College Campus: Loew Hall,Construction,12/02/2027,Forecast,0,,11/01/2024
202501,DCAS,3345,CUNY - Bronx Community College Campus: Loew Hall,Construction,12/02/2027,Forecast,0,,03/04/2025
202505,DCAS,3345,CUNY - Bronx Community College Campus: Loew Hall,Construction,02/14/2028,Forecast,74,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,06/18/2025
202509,DCAS,3345,CUNY - Bronx Community College Campus: Loew Hall,Cancelled,,Forecast,,,11/17/2025
202305,DCAS,3346,CUNY - Bronx Community College Campus: Nichols Hall,Construction Procurement,06/27/2025,Forecast,,,06/28/2023
202309,DCAS,3346,CUNY - Bronx Community College Campus: Nichols Hall,Construction Procurement,06/27/2025,Forecast,0,,01/04/2024
202401,DCAS,3346,CUNY - Bronx Community College Campus: Nichols Hall,Construction,12/02/2027,Forecast,888,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,05/02/2024
202405,DCAS,3346,CUNY - Bronx Community College Campus: Nichols Hall,Construction,12/02/2027,Forecast,0,,07/11/2024
202409,DCAS,3346,CUNY - Bronx Community College Campus: Nichols Hall,Construction,12/02/2027,Forecast,0,,11/01/2024
202501,DCAS,3346,CUNY - Bronx Community College Campus: Nichols Hall,Construction,12/02/2027,Forecast,0,,03/04/2025
202505,DCAS,3346,CUNY - Bronx Community College Campus: Nichols Hall,Construction,01/08/2029,Forecast,403,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,06/18/2025
202509,DCAS,3346,CUNY - Bronx Community College Campus: Nichols Hall,Cancelled,,Forecast,,,11/17/2025
202305,DCAS,3347,CUNY - BMCC Campus: Chambers St. Building (Main Campus),Design,06/28/2024,Forecast,,,06/28/2023
202309,DCAS,3347,CUNY - BMCC Campus: Chambers St. Building (Main Campus),Design,06/28/2024,Forecast,0,,01/04/2024
202401,DCAS,3347,CUNY - BMCC Campus: Chambers St. Building (Main Campus),Construction Procurement,02/28/2025,Forecast,245,PROJECT DELAYED RESULTING FROM CONTRACTOR DEFAULT,05/02/2024
202405,DCAS,3347,CUNY - BMCC Campus: Chambers St. Building (Main Campus),Construction Procurement,02/28/2025,Forecast,0,,07/11/2024
202409,DCAS,3347,CUNY - BMCC Campus: Chambers St. Building (Main Campus),Construction Procurement,06/30/2026,Forecast,487,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,11/01/2024
202501,DCAS,3347,CUNY - BMCC Campus: Chambers St. Building (Main Campus),Construction Procurement,06/30/2026,Forecast,0,,03/04/2025
202505,DCAS,3347,CUNY - BMCC Campus: Chambers St. Building (Main Campus),Construction Procurement,06/30/2026,Forecast,0,,06/18/2025
202509,DCAS,3347,CUNY - BMCC Campus: Chambers St. Building (Main Campus),Construction Procurement,07/20/2026,Actual,20,,11/17/2025
202305,DCAS,3348,CIG - David H. Koch Theater,Design,02/28/2025,Forecast,,,06/28/2023
202309,DCAS,3348,CIG - David H. Koch Theater,Design,02/28/2025,Forecast,0,,01/04/2024
202401,DCAS,3348,CIG - David H. Koch Theater,Design,06/04/2025,Forecast,96,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,05/02/2024
202405,DCAS,3348,CIG - David H. Koch Theater,Design,06/04/2025,Forecast,0,,07/11/2024
202409,DCAS,3348,CIG - David H. Koch Theater,Design,06/30/2026,Forecast,391,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,11/01/2024
202501,DCAS,3348,CIG - David H. Koch Theater,Design,06/30/2026,Forecast,0,,03/04/2025
202505,DCAS,3348,CIG - David H. Koch Theater,Design,06/30/2026,Forecast,0,,06/18/2025
202509,DCAS,3348,CIG - David H. Koch Theater,Design,12/14/2026,Actual,167,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,11/17/2025
202305,DCAS,3349,DCAS - Midtown Community Court,Construction Procurement,05/31/2024,Forecast,,,06/28/2023
202309,DCAS,3349,DCAS - Midtown Community Court,Construction Procurement,05/31/2024,Forecast,0,,01/04/2024
202401,DCAS,3349,DCAS - Midtown Community Court,Construction,06/28/2024,Forecast,28,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,05/02/2024
202405,DCAS,3349,DCAS - Midtown Community Court,Construction,06/28/2024,Forecast,0,,07/11/2024
202409,DCAS,3349,DCAS - Midtown Community Court,Close-out,10/24/2024,Actual,118,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,11/01/2024
202305,DCAS,3350,NYPD - 18th Precinct (Midtown North),Construction,01/31/2024,Forecast,,,06/28/2023
202309,DCAS,3350,NYPD - 18th Precinct (Midtown North),Construction,01/31/2024,Forecast,0,,01/04/2024
202401,DCAS,3350,NYPD - 18th Precinct (Midtown North),Construction,05/31/2024,Forecast,121,,05/02/2024
202405,DCAS,3350,NYPD - 18th Precinct (Midtown North),Construction,05/31/2024,Forecast,0,,07/11/2024
202409,DCAS,3350,NYPD - 18th Precinct (Midtown North),Close-out,10/17/2024,Actual,139,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,11/01/2024
202305,DCAS,3351,NYPD - 9 NYPD SITES COMBINED,Construction Procurement,12/29/2023,Forecast,,,06/28/2023
202309,DCAS,3351,NYPD - 9 NYPD SITES COMBINED,Construction Procurement,12/29/2023,Forecast,0,,01/04/2024
202401,DCAS,3351,NYPD - 9 NYPD SITES COMBINED,Construction,09/30/2024,Forecast,276,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,05/02/2024
202405,DCAS,3351,NYPD - 9 NYPD SITES COMBINED,Construction,09/30/2024,Forecast,0,,07/11/2024
202409,DCAS,3351,NYPD - 9 NYPD SITES COMBINED,Construction,06/30/2026,Forecast,638,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,11/01/2024
202501,DCAS,3351,NYPD - 9 NYPD SITES COMBINED,Construction,06/30/2026,Forecast,0,,03/04/2025
202505,DCAS,3351,NYPD - 9 NYPD SITES COMBINED,Close-out,05/22/2025,Actual,-404,,06/18/2025
202305,DCAS,3352,NYPD - 63rd Precinct,Construction Procurement,02/27/2024,Forecast,,,06/28/2023
202309,DCAS,3352,NYPD - 63rd Precinct,Construction Procurement,02/27/2024,Forecast,0,,01/04/2024
202401,DCAS,3352,NYPD - 63rd Precinct,Construction,05/29/2024,Forecast,92,,05/02/2024
202405,DCAS,3352,NYPD - 63rd Precinct,Construction,05/29/2024,Forecast,0,,07/11/2024
202409,DCAS,3352,NYPD - 63rd Precinct,Construction,06/26/2024,Actual,28,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,11/01/2024
202305,DCAS,3353,NYPD - 66th Precinct,Construction Procurement,02/27/2024,Forecast,,,06/28/2023
202309,DCAS,3353,NYPD - 66th Precinct,Construction Procurement,02/27/2024,Forecast,0,,01/04/2024
202401,DCAS,3353,NYPD - 66th Precinct,Construction,06/24/2024,Forecast,118,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,05/02/2024
202405,DCAS,3353,NYPD - 66th Precinct,Construction,06/24/2024,Forecast,0,,07/11/2024
202409,DCAS,3353,NYPD - 66th Precinct,Construction,06/26/2024,Actual,2,PROJECT DELAYED DUE TO UNAVAILABILITY OF PRODUCT,11/01/2024
202305,DCAS,3354,NYPD - 88th Precinct,Construction Procurement,03/15/2024,Forecast,,,06/28/2023
